,Date,DR,WS,TEMP,HUMAN,Eo [mm/d],ANIMALS,HUMAN_EXT
57,2019-09-27,25478729.279999997,1.778,17.9754,5.98697e-05,1.0354186973255806,0.00010734670131174637,0.00016721640131174637
58,2019-09-28,25862880.96,1.7379,22.0555,5.98697e-05,1.1258178009388118,0.00010761874645908866,0.00016748844645908865
59,2019-09-29,25705321.92,2.5385,24.5691,5.98697e-05,1.5358757021704184,0.00010885276602013085,0.00016872246602013085
60,2019-09-30,26142877.44,4.1618,27.2369,5.98697e-05,2.3615852688999994,0.00011133763889789663,0.00017120733889789663
61,2019-10-01,14091295.680000002,5.3374,18.9324,5.71556e-05,2.4201615012919815,0.00011151391697074136,0.00016866951697074137
62,2019-10-02,12910864.32,5.6522,19.3869,5.71556e-05,2.569144745257811,0.0001119622639889775,0.0001691178639889775
63,2019-10-03,17829002.88,3.9891,22.2154,5.71556e-05,2.0588594479379116,0.00011042662222542731,0.00016758222222542732
64,2019-10-04,26179683.84,2.3072,25.3306,5.71556e-05,1.457910653951435,0.00010861813965568121,0.0001657737396556812
65,2019-10-05,23031941.759999998,3.7172,27.2277,5.71556e-05,2.1578004530643584,0.00011072437319022644,0.00016787997319022644
66,2019-10-06,26380157.759999998,4.471,27.1872,5.71556e-05,2.5006979616912464,0.00011175628168853196,0.00016891188168853197
67,2019-10-07,26764145.279999997,2.8963,26.9818,5.71556e-05,1.774001965796703,0.00010956937815327144,0.00016672497815327145
68,2019-10-08,26739953.28,2.5302,29.0718,5.71556e-05,1.6703692649220343,0.00010925750809867944,0.00016641310809867944
69,2019-10-09,25861705.92,4.4964,29.094,5.71556e-05,2.601734392121346,0.00011206033858184908,0.00016921593858184908
70,2019-10-10,22130262.72,5.38,25.0332,5.71556e-05,2.7956416102889596,0.00011264387885635036,0.00016979947885635037
71,2019-10-11,12065440.32,4.3087,18.619,5.71556e-05,2.011429160860619,0.0001102838865242899,0.0001674394865242899
72,2019-10-12,25238666.88,2.9834,23.0286,5.71556e-05,1.673529660258926,0.00010926701892545447,0.00016642261892545448
73,2019-10-13,27346446.72,3.2264,26.6038,5.71556e-05,1.9104119422115473,0.00010997988744649963,0.00016713548744649962
74,2019-10-14,25124005.44,5.5239,24.106,5.71556e-05,2.8045599785405395,0.00011267071760483435,0.00016982631760483434
75,2019-10-15,26961802.560000002,4.3009,26.5558,5.71556e-05,2.3938878512401547,0.00011143484960487292,0.00016859044960487293
76,2019-10-16,22935277.44,5.0984,23.8205,5.71556e-05,2.6059395478251344,0.00011207299348833939,0.0001692285934883394
77,2019-10-17,27939850.560000002,4.0378,23.6327,5.71556e-05,2.1441716436101763,0.0001106833589397763,0.0001678389589397763
78,2019-10-18,28096364.159999996,2.5814,25.5256,5.71556e-05,1.584967488705749,0.00010900050180253902,0.00016615610180253901
79,2019-10-19,27719435.52,3.3074,27.7313,5.71556e-05,1.9890236415550113,0.00011021645982914422,0.0001673720598291442
80,2019-10-20,27126964.799999997,2.8953,29.6201,5.71556e-05,1.861041034837948,0.00010983131168375382,0.00016698691168375382
81,2019-10-21,25937496.0,1.8997,31.5849,5.71556e-05,1.4323332745723882,0.00010854116763202518,0.00016569676763202517
82,2019-10-22,26508643.2,6.8792,24.9492,5.71556e-05,3.446681984607827,0.00011460310596677726,0.00017175870596677727
83,2019-10-23,24480705.6,4.2541,25.9846,5.71556e-05,2.3464834583868726,0.00011129219182926469,0.00016844779182926468
84,2019-10-24,23475925.44,3.418,29.4284,5.71556e-05,2.103681108006336,0.00011056150757970703,0.00016771710757970703
85,2019-10-25,26448664.32,3.5414,30.0822,5.71556e-05,2.18720678082198,0.0001108128679700181,0.0001679684679700181
86,2019-10-26,25733280.96,3.0503,32.9106,5.71556e-05,2.04390371994035,0.00011038161477442299,0.00016753721477442298
87,2019-10-27,27327084.48,3.2633,31.4163,5.71556e-05,2.100047143716601,0.00011055057160455769,0.00016770617160455768
88,2019-10-28,24244237.44,3.6896,33.3153,5.71556e-05,2.381601241278662,0.00011139787454114206,0.00016855347454114206
89,2019-10-29,25642344.96,4.8535,28.0894,5.71556e-05,2.7209069684457496,0.00011241897400841301,0.000169574574008413
90,2019-10-30,20229505.919999998,5.0985,22.8666,5.71556e-05,2.5531161171724435,0.00011191402777517792,0.00016906962777517791
91,2019-10-31,14341389.120000001,5.5352,24.0845,5.71556e-05,2.8081523145690035,0.0001126815283047761,0.00016983712830477609
92,2019-11-01,15291486.72,6.1676,23.658,5.71556e-05,3.0522911643635706,0.0001134162345873571,0.0001705718345873571
93,2019-11-02,20572643.52,2.9206,25.0889,5.71556e-05,1.7199035948341517,0.00010940657566175061,0.00016656217566175062
94,2019-11-03,27578422.080000002,2.8928,30.3586,5.71556e-05,1.8837475338429082,0.0001098996441408306,0.0001670552441408306
95,2019-11-04,27605257.919999998,6.1104,29.9405,5.71556e-05,3.41610143830496,0.00011451107751857092,0.00017166667751857093
96,2019-11-05,27416750.400000002,5.9845,27.3615,5.71556e-05,3.2030043380189377,0.00011386978761935301,0.000171025387619353
97,2019-11-06,29470608.000000004,3.7574,28.0476,5.71556e-05,2.209704042641266,0.00011088057075314094,0.00016803617075314094
98,2019-11-07,29420280.0,3.0637,30.6403,5.71556e-05,1.9758953720963104,0.0001101769518931527,0.0001673325518931527
99,2019-11-08,26991904.32,5.6149,30.3339,5.71556e-05,3.1996344655643556,0.00011385964639657768,0.00017101524639657768
100,2019-11-09,17237085.12,5.7697,22.2387,5.71556e-05,2.7951147581212106,0.00011264229335859791,0.00016979789335859791
101,2019-11-10,14351281.92,4.1983,23.5578,5.71556e-05,2.2089552189430797,0.00011087831725896716,0.00016803391725896715
102,2019-11-11,25518421.44,3.2229,25.727,5.71556e-05,1.8763747855863315,0.0001098774567484162,0.00016703305674841619
103,2019-11-12,21966465.6,3.6689,24.4538,5.71556e-05,2.021700662642306,0.00011031479736415376,0.00016747039736415376
104,2019-11-13,17724165.12,2.7531,24.4809,5.71556e-05,1.6260575991848647,0.00010912415751053617,0.00016627975751053618
105,2019-11-14,25158738.24,2.7397,28.1633,5.71556e-05,1.740699375235685,0.0001094691580427401,0.0001666247580427401
106,2019-11-15,27481550.400000002,3.1727,27.7232,5.71556e-05,1.9265333377471014,0.00011002840283269854,0.00016718400283269853
107,2019-11-16,28750999.680000003,3.0017,28.9287,5.71556e-05,1.8886389267876065,0.00010991436419513605,0.00016706996419513605
108,2019-11-17,29387465.28,4.3551,30.1458,5.71556e-05,2.581923449538685,0.00011200071995092827,0.00016915631995092828
109,2019-11-18,24989575.68,4.2479,28.9047,5.71556e-05,2.4757307936645425,0.00011168114602199256,0.00016883674602199256
110,2019-11-19,21789578.88,2.739,27.4691,5.71556e-05,1.7181262481176771,0.00010940122695219446,0.00016655682695219446
111,2019-11-20,20553946.56,4.0425,25.5307,5.71556e-05,2.231811693060535,0.00011094710104797032,0.00016810270104797032
112,2019-11-21,17836156.8,2.7938,25.0003,5.71556e-05,1.6612883817726858,0.00010923018028130491,0.00016638578028130491
113,2019-11-22,27669003.840000004,1.9522,26.8165,5.71556e-05,1.3399139880232296,0.00010826304298895237,0.00016541864298895236
114,2019-11-23,26946777.6,3.3559,27.6634,5.71556e-05,2.008880208656925,0.00011027621576152671,0.00016743181576152672
115,2019-11-24,28905811.2,2.6475,27.8489,5.71556e-05,1.6879803620335971,0.00010931050656124242,0.00016646610656124243
116,2019-11-25,27413190.720000003,3.8493,28.3589,5.71556e-05,2.2652590107740176,0.00011104775669732829,0.0001682033566973283
117,2019-11-26,25271844.48,4.6803,28.1294,5.71556e-05,2.6423372652892354,0.00011218252800820375,0.00016933812800820375
118,2019-11-27,28600223.04,4.2914,27.6497,5.71556e-05,2.4396968736687055,0.0001115727063065223,0.0001687283063065223
119,2019-11-28,30661260.48,3.9233,28.8278,5.71556e-05,2.3194009967431795,0.00011121069044292603,0.00016836629044292604
120,2019-11-29,30822292.8,4.413,29.4047,5.71556e-05,2.576386544683726,0.00011198405730675502,0.000169139657306755
121,2019-11-30,31387988.16,4.0285,29.3088,5.71556e-05,2.3893336984463582,0.0001114211444339333,0.0001685767444339333
122,2019-12-01,31325114.88,5.1069,29.5151,5.71556e-05,2.912304366739132,0.00011299496128415439,0.0001701505612841544
123,2019-12-02,30433026.240000002,4.9122,29.9469,5.71556e-05,2.840756559705265,0.00011277964682938037,0.00016993524682938036
124,2019-12-03,27177724.8,2.7224,32.3942,5.71556e-05,1.863052553078429,0.00010983736510413348,0.00016699296510413347
125,2019-12-04,15884225.280000001,7.0646,21.8552,5.71556e-05,3.3012195100209563,0.00011416535427732398,0.00017132095427732397
126,2019-12-05,11393334.72,5.3662,17.6903,5.71556e-05,2.355338231372124,0.00011131883919550141,0.00016847443919550142
127,2019-12-06,17390954.88,3.3905,21.6629,5.71556e-05,1.7894209822705016,0.00010961577981480155,0.00016677137981480154
128,2019-12-07,20392404.48,2.4093,24.8078,5.71556e-05,1.4870690489637515,0.00010870588831192151,0.0001658614883119215
129,2019-12-08,10007979.84,2.8569,22.4053,5.71556e-05,1.5983712058701383,0.00010904083866502077,0.00016619643866502078
130,2019-12-09,11594232.0,4.5524,21.547,5.71556e-05,2.25700370259422,0.00011102291334777764,0.00016817851334777765
131,2019-12-10,6928692.48,3.2237,19.2868,5.71556e-05,1.6272185128244512,0.00010912765113944961,0.0001662832511394496
132,2019-12-11,13562363.52,1.825,21.5949,5.71556e-05,1.1495943771897488,0.00010769029918396029,0.00016484589918396028
133,2019-12-12,27198910.080000002,2.8602,24.7453,5.71556e-05,1.6815892527576384,0.00010929127329238062,0.00016644687329238063
134,2019-12-13,18854709.12,4.7036,22.873,5.71556e-05,2.388126216165951,0.0001114175106623387,0.0001685731106623387
135,2019-12-14,25873145.279999997,3.3981,24.4102,5.71556e-05,1.902721334299488,0.00010995674349397173,0.00016711234349397173
136,2019-12-15,30573322.56,1.977,27.8072,5.71556e-05,1.3766245738616096,0.00010837351904827428,0.00016552911904827428
137,2019-12-16,25797804.479999997,5.8591,23.2589,5.71556e-05,2.896075614099361,0.00011294612281976034,0.00017010172281976035
138,2019-12-17,21733505.28,4.0282,22.7903,5.71556e-05,2.1015305935673902,0.00011055503586711231,0.0001677106358671123
139,2019-12-18,30377574.720000003,2.4405,26.0984,5.71556e-05,1.5399669536229241,0.00010886507814558037,0.00016602067814558037
140,2019-12-19,29549301.12,2.2065,29.104,5.71556e-05,1.5180751770554948,0.0001087991974969475,0.0001659547974969475
141,2019-12-20,27940610.880000003,3.6535,31.5234,5.71556e-05,2.296311415818141,0.0001111412051472344,0.0001682968051472344
142,2019-12-21,30233390.4,5.0296,30.8653,5.71556e-05,2.942932548602385,0.00011308713308580702,0.000170242733085807
143,2019-12-22,29031955.2,5.8297,29.9433,5.71556e-05,3.2814018875971707,0.00011410571554423081,0.0001712613155442308
144,2019-12-23,20577680.64,4.2148,26.5297,5.71556e-05,2.353817842863311,0.00011131426377053189,0.00016846986377053188
145,2019-12-24,31013521.92,2.5605,29.0784,5.71556e-05,1.6849042597095718,0.00010930124940407458,0.00016645684940407458
146,2019-12-25,28853591.04,3.2544,31.7763,5.71556e-05,2.108107473311255,0.00011057482818968473,0.00016773042818968474
147,2019-12-26,29915187.839999996,4.3492,32.9203,5.71556e-05,2.6997813547163827,0.00011235539903399412,0.00016951099903399412
148,2019-12-27,29941850.88,5.1869,32.0723,5.71556e-05,3.0804941343180787,0.00011350110800766878,0.00017065670800766878
149,2019-12-28,16401579.84,6.6338,24.4747,5.71556e-05,3.3069740978822817,0.00011418267201212505,0.00017133827201212506
150,2019-12-29,17764980.48,3.8057,26.7072,5.71556e-05,2.176592984577406,0.00011078092703644901,0.000167936527036449
151,2019-12-30,28626488.64,3.5145,29.7024,5.71556e-05,2.159976836781624,0.00011073092275327928,0.0001678865227532793
152,2019-12-31,27976656.96,4.6024,30.9466,5.71556e-05,2.7381619617211603,0.00011247090081963541,0.00016962650081963542
153,2020-01-01,24375738.24,4.8208,28.6093,4.96519e-05,2.731453875286361,0.00011245071364642685,0.00016210261364642685
154,2020-01-02,27987379.2,3.2184,29.9014,4.96519e-05,2.025304631303765,0.00011032564307109481,0.00015997754307109482
155,2020-01-03,28384620.479999997,4.3206,31.3895,4.96519e-05,2.6196975638453743,0.00011211439657029225,0.00016176629657029223
156,2020-01-04,29648151.36,3.4585,31.4281,4.96519e-05,2.1966287541687537,0.00011084122225700687,0.00016049312225700687
157,2020-01-05,27085190.4,3.4034,31.1412,4.96519e-05,2.1591710755134277,0.00011072849791238854,0.00016038039791238854
158,2020-01-06,27920669.759999998,4.596,31.2107,4.96519e-05,2.747131543323282,0.00011249789368849158,0.00016214979368849158
159,2020-01-07,27115914.240000002,5.7318,30.4629,4.96519e-05,3.2633569488612397,0.00011405141148787421,0.0001637033114878742
160,2020-01-08,25320781.439999998,4.0265,30.7066,4.96519e-05,2.4467814903904226,0.00011159402660199964,0.00016124592660199963
161,2020-01-09,17467470.720000003,1.7697,27.5285,4.96519e-05,1.2741347844128255,0.0001080650884471152,0.0001577169884471152
162,2020-01-10,19315290.240000002,4.1484,26.5271,4.96519e-05,2.3237299029458547,0.00011122371776154611,0.00016087561776154612
163,2020-01-11,14867694.72,4.3617,26.0642,4.96519e-05,2.398285346882275,0.000111448083335099,0.000161099983335099
164,2020-01-12,23777997.12,2.5706,26.8349,4.96519e-05,1.6211574199242396,0.0001091094110148777,0.0001587613110148777
165,2020-01-13,26401394.880000003,3.3244,27.8118,4.96519e-05,1.999859210027302,0.00011024906815935724,0.00015990096815935725
166,2020-01-14,19481264.64,3.3406,24.3211,4.96519e-05,1.8743749684568154,0.00010987143854111203,0.00015952333854111204
167,2020-01-15,24090281.28,3.2573,25.7164,4.96519e-05,1.891261897561697,0.00010992225770781694,0.00015957415770781694
168,2020-01-16,25894693.44,3.3157,25.7162,4.96519e-05,1.9171979386776377,0.00011000030908050585,0.00015965220908050585
169,2020-01-17,21085194.24,3.4419,26.3813,4.96519e-05,1.99919650724395,0.00011024707383564012,0.00015989897383564012
170,2020-01-18,16062909.12,1.8727,24.9598,4.96519e-05,1.2569070136485885,0.0001080132435587412,0.0001576651435587412
171,2020-01-19,15102745.92,3.2316,24.3311,4.96519e-05,1.8276859314621243,0.0001097309335422701,0.0001593828335422701
172,2020-01-20,10584172.799999999,3.9507,22.6893,4.96519e-05,2.0645620506043376,0.00011044378351708413,0.00016009568351708412
173,2020-01-21,17198766.72,2.4828,21.6327,4.96519e-05,1.4184978442865483,0.00010849953158122142,0.00015815143158122143
174,2020-01-22,19134360.0,2.4961,23.3701,4.96519e-05,1.4796712497724744,0.00010868362553175491,0.0001583355255317549
175,2020-01-23,29686737.599999998,3.4881,26.4861,4.96519e-05,2.024098424037624,0.00011032201313650117,0.00015997391313650117
176,2020-01-24,15828160.32,4.7288,24.468,4.96519e-05,2.4813812789211216,0.00011169815047262027,0.00016135005047262027
177,2020-01-25,22601332.799999997,2.3794,25.2163,4.96519e-05,1.4863125641060975,0.00010870361176241673,0.00015835551176241673
178,2020-01-26,29424116.16,2.0433,27.9238,4.96519e-05,1.41032232194217,0.00010847492833747364,0.00015812682833747364
179,2020-01-27,25035929.279999997,3.7893,27.8791,4.96519e-05,2.217617911063535,0.00011090438658111855,0.00016055628658111855
180,2020-01-28,14312894.4,3.0372,24.0023,4.96519e-05,1.731780833345909,0.000109442318771713,0.00015909421877171302
181,2020-01-29,26912571.839999996,2.1098,26.5122,4.96519e-05,1.4032042799748528,0.00010845350745277027,0.00015810540745277027
182,2020-01-30,23677807.68,4.5637,27.257,4.96519e-05,2.546425188688719,0.00011189389223674385,0.00016154579223674384
183,2020-01-31,30084721.92,4.0496,26.5904,4.96519e-05,2.2819239776617035,0.00011109790789563896,0.00016074980789563897
184,2020-02-01,29393668.8,3.6891,28.626,4.96519e-05,2.2010593397296105,0.00011085455556733341,0.0001605064555673334
185,2020-02-02,26323470.720000003,4.7036,27.6572,4.96519e-05,2.63011652903856,0.00011214575118342272,0.0001617976511834227
186,2020-02-03,24301598.400000002,4.1229,26.1844,4.96519e-05,2.2968710571047812,0.00011114288931986664,0.00016079478931986665
187,2020-02-04,23230661.76,3.76,28.2689,4.96519e-05,2.219897451590909,0.0001109112465820904,0.0001605631465820904
188,2020-02-05,25609720.32,3.0677,28.7725,4.96519e-05,1.914420078695611,0.00010999194944752388,0.00015964384944752388
189,2020-02-06,24010871.04,2.2955,27.9118,4.96519e-05,1.5268577544746085,0.00010882562759937694,0.00015847752759937694
190,2020-02-07,21950887.68,3.3834,26.7531,4.96519e-05,1.9870757491657953,0.00011021059788305348,0.00015986249788305348
191,2020-02-08,13680636.48,3.2369,24.0569,4.96519e-05,1.8195278714302838,0.00010970638284923574,0.00015935828284923575
192,2020-02-09,15984743.040000001,2.2681,23.7922,4.96519e-05,1.395673470943767,0.00010843084439560951,0.0001580827443956095
193,2020-02-10,9491376.959999999,3.4611,22.813,4.96519e-05,1.865437809975292,0.00010984454324570812,0.00015949644324570811
194,2020-02-11,12062252.16,4.4431,22.1422,4.96519e-05,2.242540773793543,0.00011097938891623665,0.00016063128891623664
195,2020-02-12,14612572.8,3.9971,21.752,4.96519e-05,2.040775502251079,0.00011037220078237902,0.000160024100782379
196,2020-02-13,16090868.16,2.2442,22.587,4.96519e-05,1.3498686953352104,0.00010829300047425025,0.00015794490047425026
197,2020-02-14,22016249.28,2.4605,24.7477,4.96519e-05,1.5075451000625992,0.00010876750850632084,0.00015841940850632084
198,2020-02-15,23177629.439999998,3.7111,26.2756,4.96519e-05,2.1160018775896074,0.00011059858544268001,0.00016025048544268
199,2020-02-16,21145294.080000002,4.0744,25.8572,4.96519e-05,2.2605441648296383,0.00011103356793982553,0.00016068546793982554
200,2020-02-17,22746225.6,2.8213,26.4465,4.96519e-05,1.7220556031635486,0.00010941305187002759,0.0001590649518700276
201,2020-02-18,23148339.84,4.0269,26.1196,4.96519e-05,2.250973295073278,0.00011100476556713606,0.00016065666556713606
202,2020-02-19,23843808.000000004,3.2584,25.8412,4.96519e-05,1.8964328824016505,0.0001099378191600489,0.00015958971916004891
203,2020-02-20,21936251.52,2.2941,26.0475,4.96519e-05,1.472966592806367,0.00010866344867911677,0.00015831534867911677
204,2020-02-21,24983294.4,2.3861,27.4167,4.96519e-05,1.554435024172078,0.0001089086180505903,0.0001585605180505903
205,2020-02-22,20900782.08,2.7563,27.3467,4.96519e-05,1.7221128969939614,0.00010941322428886708,0.00015906512428886708
206,2020-02-23,18974476.8,3.058,22.6786,4.96519e-05,1.6918870489657902,0.00010932226326213447,0.00015897416326213448
207,2020-02-24,7576917.12,3.0359,18.807,4.96519e-05,1.536423444103328,0.00010885441438310004,0.00015850631438310005
208,2020-02-25,23211221.759999998,3.4294,20.6593,4.96519e-05,1.7638429291223294,0.00010953880576351897,0.00015919070576351897
209,2020-02-26,28127278.08,2.3279,21.5403,4.96519e-05,1.3525568759185893,0.00010830109022794976,0.00015795299022794976
210,2020-02-27,28043599.680000003,2.0628,22.9877,4.96519e-05,1.2856189376351717,0.000108099648614535,0.00015775154861453501
211,2020-02-28,26692951.68,4.1516,25.2194,4.96519e-05,2.26589510899556,0.00011104967095784069,0.0001607015709578407
212,2020-02-29,17502868.8,5.6156,22.5609,4.96519e-05,2.751079486500185,0.00011250977454505246,0.00016216167454505246
213,2020-03-01,16750402.559999999,3.8692,21.616,4.96519e-05,1.982405789684256,0.0001101965442059211,0.0001598484442059211
214,2020-03-02,12291652.8,2.0221,20.2691,4.96519e-05,1.1923646792187435,0.00010781901122481339,0.00015747091122481337
215,2020-03-03,17681379.84,2.7889,22.0784,4.96519e-05,1.5587864547578578,0.00010892171315361171,0.00015857361315361172
216,2020-03-04,21179206.080000002,3.8963,22.8962,4.96519e-05,2.0511438121204404,0.0001104034029544511,0.00016005530295445112
217,2020-03-05,23041247.040000003,2.8781,22.5632,4.96519e-05,1.612779656995639,0.00010908419915260017,0.00015873609915260017
218,2020-03-06,25722524.16,3.6683,23.1849,4.96519e-05,1.9679237964412566,0.00011015296240225125,0.00015980486240225125
219,2020-03-07,23274630.72,4.0457,23.7552,4.96519e-05,2.1531269081598765,0.0001107103087231982,0.0001603622087231982
220,2020-03-08,20751266.880000003,2.8719,24.1606,4.96519e-05,1.6663941629414543,0.00010924554551099014,0.00015889744551099015
221,2020-03-09,24882327.36,2.5421,24.1773,4.96519e-05,1.5249866321676877,0.00010881999668354553,0.00015847189668354554
222,2020-03-10,25675392.96,2.7391,24.9155,4.96519e-05,1.6345120582028059,0.00010914960018040018,0.00015880150018040016
223,2020-03-11,24604153.92,3.01,26.4067,4.96519e-05,1.805698567193085,0.00010966476523403299,0.00015931666523403298
